source_row_id,transaction_date,account,account_type,scenario,cash_type,coffee_name,source_amount,financial_line,amount,abs_amount,period,fiscal_year,fiscal_quarter
802,2024-06-29,Unassigned,Unassigned,Actual,Card,Hot Chocolate,37.72,Unclassified Income,37.72,37.72,2024-06,2024,Q2
803,2024-06-29,Unassigned,Unassigned,Actual,Card,Latte,37.72,Unclassified Income,37.72,37.72,2024-06,2024,Q2
804,2024-06-30,Unassigned,Unassigned,Actual,Card,Latte,37.72,Unclassified Income,37.72,37.72,2024-06,2024,Q2
805,2024-06-30,Unassigned,Unassigned,Actual,Card,Espresso,23.02,Unclassified Income,23.02,23.02,2024-06,2024,Q2
806,2024-06-30,Unassigned,Unassigned,Actual,Card,Hot Chocolate,37.72,Unclassified Income,37.72,37.72,2024-06,2024,Q2
807,2024-06-30,Unassigned,Unassigned,Actual,Card,Americano With Milk,32.82,Unclassified Income,32.82,32.82,2024-06,2024,Q2
808,2024-07-01,Unassigned,Unassigned,Actual,Card,Espresso,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
809,2024-07-01,Unassigned,Unassigned,Actual,Card,Cappuccino,37.72,Unclassified Income,37.72,37.72,2024-07,2024,Q3
810,2024-07-01,Unassigned,Unassigned,Actual,Card,Cappuccino,37.72,Unclassified Income,37.72,37.72,2024-07,2024,Q3
811,2024-07-02,Unassigned,Unassigned,Actual,Card,Americano With Milk,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
812,2024-07-02,Unassigned,Unassigned,Actual,Card,Americano,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
813,2024-07-02,Unassigned,Unassigned,Actual,Card,Latte,37.72,Unclassified Income,37.72,37.72,2024-07,2024,Q3
814,2024-07-02,Unassigned,Unassigned,Actual,Card,Americano,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
815,2024-07-02,Unassigned,Unassigned,Actual,Card,Americano With Milk,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
816,2024-07-02,Unassigned,Unassigned,Actual,Card,Americano With Milk,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
817,2024-07-03,Unassigned,Unassigned,Actual,Card,Americano With Milk,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
818,2024-07-03,Unassigned,Unassigned,Actual,Card,Cappuccino,37.72,Unclassified Income,37.72,37.72,2024-07,2024,Q3
819,2024-07-03,Unassigned,Unassigned,Actual,Card,Cappuccino,37.72,Unclassified Income,37.72,37.72,2024-07,2024,Q3
820,2024-07-03,Unassigned,Unassigned,Actual,Card,Americano With Milk,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
821,2024-07-03,Unassigned,Unassigned,Actual,Card,Americano With Milk,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
822,2024-07-03,Unassigned,Unassigned,Actual,Card,Latte,37.72,Unclassified Income,37.72,37.72,2024-07,2024,Q3
823,2024-07-03,Unassigned,Unassigned,Actual,Card,Espresso,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
824,2024-07-03,Unassigned,Unassigned,Actual,Card,Cappuccino,37.72,Unclassified Income,37.72,37.72,2024-07,2024,Q3
825,2024-07-03,Unassigned,Unassigned,Actual,Card,Latte,37.72,Unclassified Income,37.72,37.72,2024-07,2024,Q3
826,2024-07-04,Unassigned,Unassigned,Actual,Card,Americano With Milk,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
827,2024-07-04,Unassigned,Unassigned,Actual,Card,Americano,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
828,2024-07-05,Unassigned,Unassigned,Actual,Card,Cocoa,37.72,Unclassified Income,37.72,37.72,2024-07,2024,Q3
829,2024-07-05,Unassigned,Unassigned,Actual,Card,Americano With Milk,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
830,2024-07-05,Unassigned,Unassigned,Actual,Card,Americano With Milk,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
831,2024-07-05,Unassigned,Unassigned,Actual,Card,Espresso,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
832,2024-07-05,Unassigned,Unassigned,Actual,Card,Americano,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
833,2024-07-05,Unassigned,Unassigned,Actual,Card,Espresso,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
834,2024-07-05,Unassigned,Unassigned,Actual,Card,Americano,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
835,2024-07-05,Unassigned,Unassigned,Actual,Card,Americano,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
836,2024-07-05,Unassigned,Unassigned,Actual,Card,Cappuccino,37.72,Unclassified Income,37.72,37.72,2024-07,2024,Q3
837,2024-07-05,Unassigned,Unassigned,Actual,Card,Americano With Milk,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
838,2024-07-06,Unassigned,Unassigned,Actual,Card,Latte,37.72,Unclassified Income,37.72,37.72,2024-07,2024,Q3
839,2024-07-06,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
840,2024-07-06,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
841,2024-07-06,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
842,2024-07-06,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
843,2024-07-07,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
844,2024-07-07,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
845,2024-07-07,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
846,2024-07-07,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
847,2024-07-07,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
848,2024-07-07,Unassigned,Unassigned,Actual,Card,Hot Chocolate,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
849,2024-07-07,Unassigned,Unassigned,Actual,Card,Cocoa,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
850,2024-07-07,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
851,2024-07-07,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
852,2024-07-07,Unassigned,Unassigned,Actual,Card,Hot Chocolate,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
853,2024-07-07,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
854,2024-07-08,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
855,2024-07-08,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
856,2024-07-08,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
857,2024-07-08,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
858,2024-07-08,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
859,2024-07-09,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
860,2024-07-09,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
861,2024-07-09,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
862,2024-07-09,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
863,2024-07-09,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
864,2024-07-10,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
865,2024-07-10,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
866,2024-07-10,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
867,2024-07-11,Unassigned,Unassigned,Actual,Card,Hot Chocolate,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
868,2024-07-11,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
869,2024-07-11,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
870,2024-07-11,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
871,2024-07-12,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
872,2024-07-12,Unassigned,Unassigned,Actual,Card,Hot Chocolate,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
873,2024-07-12,Unassigned,Unassigned,Actual,Card,Hot Chocolate,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
874,2024-07-12,Unassigned,Unassigned,Actual,Card,Hot Chocolate,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
875,2024-07-12,Unassigned,Unassigned,Actual,Card,Hot Chocolate,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
876,2024-07-13,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
877,2024-07-13,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
878,2024-07-14,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
879,2024-07-14,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
880,2024-07-14,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
881,2024-07-14,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
882,2024-07-14,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
883,2024-07-14,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
884,2024-07-15,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
885,2024-07-16,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
886,2024-07-16,Unassigned,Unassigned,Actual,Card,Hot Chocolate,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
887,2024-07-17,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
888,2024-07-18,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
889,2024-07-18,Unassigned,Unassigned,Actual,Card,Espresso,18.12,Unclassified Income,18.12,18.12,2024-07,2024,Q3
890,2024-07-18,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
891,2024-07-18,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
892,2024-07-18,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
893,2024-07-18,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
894,2024-07-18,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
895,2024-07-18,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
896,2024-07-18,Unassigned,Unassigned,Actual,Card,Hot Chocolate,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
897,2024-07-18,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
898,2024-07-18,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
899,2024-07-19,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
900,2024-07-19,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
901,2024-07-19,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
902,2024-07-19,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
903,2024-07-19,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
904,2024-07-19,Unassigned,Unassigned,Actual,Card,Cocoa,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
905,2024-07-19,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
906,2024-07-19,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
907,2024-07-20,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
908,2024-07-20,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
909,2024-07-20,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
910,2024-07-20,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
911,2024-07-20,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
912,2024-07-20,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
913,2024-07-20,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
914,2024-07-21,Unassigned,Unassigned,Actual,Card,Cocoa,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
915,2024-07-21,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
916,2024-07-21,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
917,2024-07-21,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
918,2024-07-22,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
919,2024-07-22,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
920,2024-07-22,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
921,2024-07-22,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
922,2024-07-23,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
923,2024-07-23,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
924,2024-07-23,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
925,2024-07-23,Unassigned,Unassigned,Actual,Card,Cocoa,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
926,2024-07-23,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
927,2024-07-23,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
928,2024-07-23,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
929,2024-07-23,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
930,2024-07-23,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
931,2024-07-23,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
932,2024-07-23,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
933,2024-07-23,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
934,2024-07-24,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
935,2024-07-24,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
936,2024-07-24,Unassigned,Unassigned,Actual,Card,Espresso,18.12,Unclassified Income,18.12,18.12,2024-07,2024,Q3
937,2024-07-24,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
938,2024-07-24,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
939,2024-07-24,Unassigned,Unassigned,Actual,Card,Espresso,18.12,Unclassified Income,18.12,18.12,2024-07,2024,Q3
940,2024-07-24,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
941,2024-07-24,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
942,2024-07-24,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
943,2024-07-24,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
944,2024-07-24,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
945,2024-07-24,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
946,2024-07-25,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
947,2024-07-25,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
948,2024-07-25,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
949,2024-07-25,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
950,2024-07-25,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
951,2024-07-25,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
952,2024-07-25,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
953,2024-07-25,Unassigned,Unassigned,Actual,Card,Espresso,18.12,Unclassified Income,18.12,18.12,2024-07,2024,Q3
954,2024-07-25,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
955,2024-07-25,Unassigned,Unassigned,Actual,Card,Cocoa,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
956,2024-07-26,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
957,2024-07-26,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
958,2024-07-26,Unassigned,Unassigned,Actual,Card,Espresso,18.12,Unclassified Income,18.12,18.12,2024-07,2024,Q3
959,2024-07-26,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
960,2024-07-26,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
961,2024-07-26,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
962,2024-07-26,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
963,2024-07-26,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
964,2024-07-26,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
965,2024-07-26,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
966,2024-07-26,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
967,2024-07-26,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
968,2024-07-26,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
969,2024-07-26,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
970,2024-07-26,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
971,2024-07-26,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
972,2024-07-27,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
973,2024-07-27,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
974,2024-07-27,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
975,2024-07-27,Unassigned,Unassigned,Actual,Card,Espresso,18.12,Unclassified Income,18.12,18.12,2024-07,2024,Q3
976,2024-07-27,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
977,2024-07-27,Unassigned,Unassigned,Actual,Card,Espresso,18.12,Unclassified Income,18.12,18.12,2024-07,2024,Q3
978,2024-07-27,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
979,2024-07-27,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
980,2024-07-27,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
981,2024-07-27,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
982,2024-07-27,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
983,2024-07-27,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
984,2024-07-27,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
985,2024-07-28,Unassigned,Unassigned,Actual,Card,Espresso,18.12,Unclassified Income,18.12,18.12,2024-07,2024,Q3
986,2024-07-28,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
987,2024-07-28,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
988,2024-07-29,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
989,2024-07-29,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
990,2024-07-29,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
991,2024-07-29,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
992,2024-07-29,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
993,2024-07-29,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
994,2024-07-29,Unassigned,Unassigned,Actual,Card,Hot Chocolate,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
995,2024-07-29,Unassigned,Unassigned,Actual,Card,Hot Chocolate,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
996,2024-07-29,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
997,2024-07-29,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
998,2024-07-29,Unassigned,Unassigned,Actual,Card,Cocoa,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
999,2024-07-30,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
1000,2024-07-30,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
1001,2024-07-30,Unassigned,Unassigned,Actual,Card,Cappuccino,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
1002,2024-07-30,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
1003,2024-07-30,Unassigned,Unassigned,Actual,Card,Cortado,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
1004,2024-07-30,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
1005,2024-07-30,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
1006,2024-07-30,Unassigned,Unassigned,Actual,Card,Americano,23.02,Unclassified Income,23.02,23.02,2024-07,2024,Q3
1007,2024-07-30,Unassigned,Unassigned,Actual,Card,Espresso,18.12,Unclassified Income,18.12,18.12,2024-07,2024,Q3
1008,2024-07-30,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
1009,2024-07-30,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
1010,2024-07-30,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
1011,2024-07-30,Unassigned,Unassigned,Actual,Card,Americano With Milk,27.92,Unclassified Income,27.92,27.92,2024-07,2024,Q3
1012,2024-07-30,Unassigned,Unassigned,Actual,Card,Latte,32.82,Unclassified Income,32.82,32.82,2024-07,2024,Q3
